General Ledger,,,,,,,,,
Sandbox Company_US_2,,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Memo/Description,Item split account full name,Amount,Balance
,Checking,06/25/2024,Journal Entry,,,,,-946.68,"364,059.22"
,Checking,06/28/2024,Expense,,,,Utilities:Telephone,-260.25,"363,798.97"
,Checking,07/04/2024,Bill Payment (Check),,Cole Group,,Accounts Payable (A/P),-770.73,"363,028.24"
,Checking,07/06/2024,Expense,,,,Automobile,-296.33,"362,731.91"
,Checking,07/07/2024,Expense,,,,Cost of Goods Sold,-896.63,"361,835.28"
,Checking,07/07/2024,Bill Payment (Check),,McClure-Thiel,,Accounts Payable (A/P),"-1,386.20","360,449.08"
,Checking,07/07/2024,Deposit,,,,Landscaping Services:Job Materials:Sprinklers and Drip Systems,"40,056.45","400,505.53"
,Checking,07/09/2024,Deposit,,,,Discounts given,"2,519.67","403,025.20"
,Checking,07/10/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),-816.42,"402,208.78"
,Checking,07/11/2024,Expense,,,,Dues & Subscriptions,"-1,790.42","400,418.36"
,Checking,07/12/2024,Expense,,,,Utilities,"-1,938.27","398,480.09"
,Checking,07/12/2024,Expense,,,,Travel Meals,-179.00,"398,301.09"
,Checking,07/13/2024,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"-1,107.62","397,193.47"
,Checking,07/16/2024,Deposit,,,,Landscaping Services:Labor,"12,620.52","409,813.99"
,Checking,07/20/2024,Expense,,,,Utilities:Gas and Electric,-78.75,"409,735.24"
,Checking,07/22/2024,Transfer,,,,Savings,"-4,039.18","405,696.06"
,Checking,07/23/2024,Bill Payment (Check),,Cole Group,,Accounts Payable (A/P),"-1,037.22","404,658.84"
,Checking,07/24/2024,Transfer,,,,Savings,"-3,088.25","401,570.59"
,Checking,07/25/2024,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),"-1,188.15","400,382.44"
,Checking,07/28/2024,Journal Entry,,,,,"-1,537.81","398,844.63"
,Checking,07/30/2024,Expense,,,,Maintenance and Repair:Computer Repairs,"-1,057.96","397,786.67"
,Checking,08/03/2024,Transfer,,,,Savings,"-1,187.67","396,599.00"
,Checking,08/05/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),"-1,327.74","395,271.26"
,Checking,08/08/2024,Deposit,,,,Other Portfolio Income,"22,358.79","417,630.05"
,Checking,08/11/2024,Expense,,,,Job Expenses:Permits,-107.86,"417,522.19"
,Checking,08/11/2024,Journal Entry,,,,,"-1,253.45","416,268.74"
,Checking,08/11/2024,Journal Entry,,,,,"-1,809.22","414,459.52"
,Checking,08/13/2024,Expense,,,,Depreciation,-61.27,"414,398.25"
,Checking,08/14/2024,Transfer,,,,Savings,"-9,553.25","404,845.00"
,Checking,08/15/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),-858.34,"403,986.66"
,Checking,08/26/2024,Bill Payment (Check),,Bailey-Ruecker,,Accounts Payable (A/P),-336.20,"403,650.46"
,Checking,08/28/2024,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),-375.35,"403,275.11"
,Checking,08/28/2024,Deposit,,,,Unapplied Cash Payment Income,"5,628.09","408,903.20"
,Checking,08/28/2024,Journal Entry,,,,,"-1,217.62","407,685.58"
,Checking,08/28/2024,Journal Entry,,,,,"-1,044.05","406,641.53"
,Checking,08/30/2024,Expense,,,,Dues & Subscriptions,-39.36,"406,602.17"
,Checking,08/31/2024,Expense,,,,Automobile:Fuel,"-1,158.86","405,443.31"
,Checking,08/31/2024,Journal Entry,,,,,"-1,436.96","404,006.35"
,Checking,09/03/2024,Journal Entry,,,,,-687.53,"403,318.82"
,Checking,09/05/2024,Journal Entry,,,,,-287.97,"403,030.85"
,Checking,09/06/2024,Deposit,,,,Landscaping Services:Job Materials:Sprinklers and Drip Systems,"7,846.57","410,877.42"
,Checking,09/07/2024,Expense,,,,Unapplied Cash Bill Payment Expense,-36.92,"410,840.50"
,Checking,09/09/2024,Expense,,,,Job Expenses:Job Materials:Plants and Soil,"-2,674.88","408,165.62"
,Checking,09/15/2024,Transfer,,,,Savings,"-7,813.74","400,351.88"
,Checking,09/16/2024,Journal Entry,,,,,"-2,122.75","398,229.13"
,Checking,09/18/2024,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),"-1,884.75","396,344.38"
,Checking,09/18/2024,Journal Entry,,,,,-919.49,"395,424.89"
,Checking,09/19/2024,Expense,,,,Insurance:Workers Compensation,-503.06,"394,921.83"
,Checking,09/19/2024,Deposit,,,,Billable Expense Income,"4,161.21","399,083.04"
,Checking,09/20/2024,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),-342.70,"398,740.34"
,Checking,09/21/2024,Expense,,,,Legal & Professional Fees:Lawyer,-536.19,"398,204.15"
,Checking,09/22/2024,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),"-1,857.43","396,346.72"
,Checking,09/25/2024,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"-1,185.13","395,161.59"
,Checking,09/28/2024,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),"-2,052.41","393,109.18"
,Checking,09/28/2024,Transfer,,,,Savings,"-2,035.24","391,073.94"
,Checking,10/01/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),"-1,308.92","389,765.02"
,Checking,10/03/2024,Expense,,,,Utilities,-797.26,"388,967.76"
,Checking,10/03/2024,Expense,,,,Stationery & Printing,-338.09,"388,629.67"
,Checking,10/03/2024,Deposit,,,,Landscaping Services,"11,726.71","400,356.38"
,Checking,10/06/2024,Expense,,,,Disposal Fees,-36.88,"400,319.50"
,Checking,10/07/2024,Bill Payment (Check),,Hahn Group,,Accounts Payable (A/P),-583.44,"399,736.06"
,Checking,10/08/2024,Journal Entry,,,,,"-1,994.88","397,741.18"
,Checking,10/08/2024,Journal Entry,,,,,"-1,262.21","396,478.97"
,Checking,10/09/2024,Transfer,,,,Savings,"-13,592.05","382,886.92"
,Checking,10/12/2024,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),-817.53,"382,069.39"
,Checking,10/12/2024,Transfer,,,,Savings,"-2,205.42","379,863.97"
,Checking,10/12/2024,Journal Entry,,,,,-811.24,"379,052.73"
,Checking,10/15/2024,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),"-2,031.41","377,021.32"
,Checking,10/17/2024,Deposit,,,,Landscaping Services:Job Materials:Fountains and Garden Lighting,"2,161.48","379,182.80"
,Checking,10/19/2024,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),"-1,439.43","377,743.37"
,Checking,10/19/2024,Deposit,,,,Landscaping Services:Job Materials:Plants and Soil,"8,192.56","385,935.93"
,Checking,10/21/2024,Deposit,,,,Services,"2,729.00","388,664.93"
,Checking,10/23/2024,Expense,,,,Purchases,-66.75,"388,598.18"
,Checking,10/23/2024,Expense,,,,Legal & Professional Fees,-236.60,"388,361.58"
,Checking,10/23/2024,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),-111.33,"388,250.25"
,Checking,10/23/2024,Deposit,,,,Landscaping Services:Job Materials:Fountains and Garden Lighting,"41,293.47","429,543.72"
,Checking,10/27/2024,Journal Entry,,,,,"-1,799.77","427,743.95"
,Checking,10/28/2024,Transfer,,,,Savings,"-23,503.90","404,240.05"
,Checking,11/01/2024,Deposit,,,,Discounts given,"21,777.90","426,017.95"
,Checking,11/03/2024,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),"-2,487.56","423,530.39"
,Checking,11/05/2024,Transfer,,,,Savings,"-5,051.82","418,478.57"
,Checking,11/06/2024,Expense,,,,Office Expenses,-313.05,"418,165.52"
,Checking,11/07/2024,Transfer,,,,Savings,"-3,553.34","414,612.18"
,Checking,11/10/2024,Deposit,,,,Landscaping Services:Job Materials:Plants and Soil,643.81,"415,255.99"
,Checking,11/12/2024,Bill Payment (Check),,Reynolds Group,,Accounts Payable (A/P),"-1,582.34","413,673.65"
,Checking,11/12/2024,Transfer,,,,Savings,"-7,104.14","406,569.51"
,Checking,11/14/2024,Expense,,,,Stationery & Printing,-60.88,"406,508.63"
,Checking,11/14/2024,Bill Payment (Check),,Grimes-Schulist,,Accounts Payable (A/P),"-2,177.66","404,330.97"
,Checking,11/16/2024,Expense,,,,Automobile,-55.14,"404,275.83"
,Checking,11/16/2024,Expense,,,,Job Expenses:Cost of Labor:Installation,-69.85,"404,205.98"
,Checking,11/16/2024,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),"-2,296.47","401,909.51"
,Checking,11/16/2024,Journal Entry,,,,,"-2,906.36","399,003.15"
,Checking,11/17/2024,Bill Payment (Check),,Kulas Group,,Accounts Payable (A/P),"-2,192.46","396,810.69"
,Checking,11/19/2024,Deposit,,,,Discounts given,"2,156.95","398,967.64"
,Checking,11/20/2024,Expense,,,,Utilities,-286.42,"398,681.22"
,Checking,11/20/2024,Bill Payment (Check),,Bailey-Ruecker,,Accounts Payable (A/P),"-1,681.99","396,999.23"
,Checking,11/23/2024,Expense,,,,Stationery & Printing,-670.03,"396,329.20"
,Checking,11/23/2024,Expense,,,,Legal & Professional Fees:Bookkeeper,-97.31,"396,231.89"
,Checking,11/25/2024,Deposit,,,,Fees Billed,"2,543.66","398,775.55"
,Checking,11/26/2024,Bill Payment (Check),,Hahn Group,,Accounts Payable (A/P),-666.45,"398,109.10"
,Checking,11/28/2024,Deposit,,,,Other Income,"4,734.68","402,843.78"
,Checking,12/01/2024,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,"2,281.65","405,125.43"
,Checking,12/01/2024,Deposit,,,,Landscaping Services:Job Materials:Sprinklers and Drip Systems,986.00,"406,111.43"
,Checking,12/02/2024,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),"-1,327.40","404,784.03"
,Checking,12/07/2024,Deposit,,,,Discounts given,"1,739.27","406,523.30"
,Checking,12/08/2024,Expense,,,,Legal & Professional Fees:Accounting,-311.29,"406,212.01"
,Checking,12/08/2024,Expense,,,,Job Expenses:Permits,-59.32,"406,152.69"
,Checking,12/09/2024,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,"12,864.81","419,017.50"
,Checking,12/10/2024,Bill Payment (Check),,Weber and Sons,,Accounts Payable (A/P),"-1,168.56","417,848.94"
,Checking,12/10/2024,Transfer,,,,Savings,"-3,666.98","414,181.96"
,Checking,12/14/2024,Bill Payment (Check),,Reynolds Group,,Accounts Payable (A/P),"-1,176.38","413,005.58"
,Checking,12/14/2024,Transfer,,,,Savings,"-1,540.25","411,465.33"
,Checking,12/15/2024,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),-424.42,"411,040.91"
,Checking,12/16/2024,Expense,,,,Insurance,-337.04,"410,703.87"
,Checking,12/23/2024,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"-1,363.20","409,340.67"
,Checking,12/24/2024,Expense,,,,Cost of Goods Sold,-56.83,"409,283.84"
,Checking,12/24/2024,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),"-1,187.76","408,096.08"
,Checking,12/25/2024,Deposit,,,,Refunds-Allowances,"1,743.34","409,839.42"
,Checking,12/27/2024,Journal Entry,,,,,"-1,045.46","408,793.96"
,Checking,12/28/2024,Expense,,,,Maintenance and Repair:Equipment Repairs,"-1,148.12","407,645.84"
,Checking,12/28/2024,Expense,,,,Maintenance and Repair:Building Repairs,-90.35,"407,555.49"
,Checking,12/29/2024,Bill Payment (Check),,Hahn Group,,Accounts Payable (A/P),"-2,390.93","405,164.56"
,Checking,12/30/2024,Expense,,,,Penalties & Settlements,-261.85,"404,902.71"
,Checking,12/30/2024,Transfer,,,,Savings,"-11,408.28","393,494.43"
,Checking,01/01/2025,Bill Payment (Check),,McClure-Thiel,,Accounts Payable (A/P),"-2,295.63","391,198.80"
,Checking,01/07/2025,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),-438.42,"390,760.38"
,Checking,01/08/2025,Journal Entry,,,,,"-1,235.14","389,525.24"
,Checking,01/14/2025,Expense,,,,Automobile:Fuel,-282.41,"389,242.83"
,Checking,01/14/2025,Deposit,,,,Unapplied Cash Payment Income,"18,398.08","407,640.91"
,Checking,01/14/2025,Transfer,,,,Savings,"-12,320.13","395,320.78"
,Checking,01/18/2025,Expense,,,,Bank Charges,-207.34,"395,113.44"
,Checking,01/22/2025,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),-773.48,"394,339.96"
,Checking,01/22/2025,Bill Payment (Check),,Weber and Sons,,Accounts Payable (A/P),-787.70,"393,552.26"
,Checking,01/23/2025,Transfer,,,,Savings,"-1,861.94","391,690.32"
,Checking,01/26/2025,Bill Payment (Check),,Cole Group,,Accounts Payable (A/P),"-1,281.94","390,408.38"
,Checking,01/29/2025,Deposit,,,,Fees Billed,"4,568.12","394,976.50"
,Checking,01/31/2025,Expense,,,,Utilities:Telephone,-20.42,"394,956.08"
,Checking,02/01/2025,Expense,,,,Maintenance and Repair,-50.49,"394,905.59"
,Checking,02/01/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),"-2,295.06","392,610.53"
,Checking,02/02/2025,Expense,,,,Job Expenses:Cost of Labor,-51.27,"392,559.26"
,Checking,02/11/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),"-1,101.16","391,458.10"
,Checking,02/11/2025,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,"31,427.86","422,885.96"
,Checking,02/12/2025,Deposit,,,,Refunds-Allowances,"1,180.63","424,066.59"
,Checking,02/13/2025,Expense,,,,Bank Charges,-33.45,"424,033.14"
,Checking,02/14/2025,Journal Entry,,,,,"-1,140.80","422,892.34"
,Checking,02/18/2025,Expense,,,,Job Expenses:Cost of Labor:Installation,-285.95,"422,606.39"
,Checking,02/18/2025,Transfer,,,,Savings,"-9,287.77","413,318.62"
,Checking,02/20/2025,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),-282.24,"413,036.38"
,Checking,02/21/2025,Bill Payment (Check),,Schroeder-Carroll,,Accounts Payable (A/P),-547.14,"412,489.24"
,Checking,02/24/2025,Expense,,,,Travel,"-1,656.80","410,832.44"
,Checking,02/24/2025,Deposit,,,,Landscaping Services:Labor,"1,275.10","412,107.54"
,Checking,02/25/2025,Bill Payment (Check),,Moore Group,,Accounts Payable (A/P),-918.92,"411,188.62"
,Checking,02/27/2025,Deposit,,,,Design income,"5,599.09","416,787.71"
,Checking,02/28/2025,Transfer,,,,Savings,"-15,815.25","400,972.46"
,Checking,02/28/2025,Journal Entry,,,,,-927.05,"400,045.41"
,Checking,02/28/2025,Journal Entry,,,,,"-1,520.30","398,525.11"
,Checking,03/02/2025,Expense,,,,Purchases,-74.99,"398,450.12"
,Checking,03/07/2025,Journal Entry,,,,,-589.27,"397,860.85"
,Checking,03/08/2025,Expense,,,,Stationery & Printing,-284.21,"397,576.64"
,Checking,03/08/2025,Expense,,,,Utilities:Gas and Electric,"-2,084.25","395,492.39"
,Checking,03/10/2025,Journal Entry,,,,,-763.10,"394,729.29"
,Checking,03/12/2025,Bill Payment (Check),,"Yundt, Torp and Stoltenberg",,Accounts Payable (A/P),"-1,057.42","393,671.87"
,Checking,03/12/2025,Journal Entry,,,,,"-1,105.82","392,566.05"
,Checking,03/13/2025,Expense,,,,Supplies,-25.32,"392,540.73"
,Checking,03/14/2025,Expense,,,,Legal & Professional Fees:Lawyer,"-1,872.48","390,668.25"
,Checking,03/15/2025,Transfer,,,,Savings,"-16,731.27","373,936.98"
,Checking,03/19/2025,Bill Payment (Check),,Moore Group,,Accounts Payable (A/P),"-2,300.56","371,636.42"
,Checking,03/22/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),-527.98,"371,108.44"
,Checking,03/28/2025,Deposit,,,,Unapplied Cash Payment Income,"23,382.05","394,490.49"
,Checking,03/29/2025,Transfer,,,,Savings,"-4,057.19","390,433.30"
,Checking,03/30/2025,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"-2,323.73","388,109.57"
,Checking,04/05/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),-681.94,"387,427.63"
,Checking,04/05/2025,Deposit,,,,Refunds-Allowances,"27,519.02","414,946.65"
,Checking,04/05/2025,Journal Entry,,,,,"-3,056.24","411,890.41"
,Checking,04/07/2025,Bill Payment (Check),,Kulas Group,,Accounts Payable (A/P),-986.51,"410,903.90"
,Checking,04/09/2025,Bill Payment (Check),,Moore Group,,Accounts Payable (A/P),"-1,361.29","409,542.61"
,Checking,04/12/2025,Expense,,,,Maintenance and Repair,-117.42,"409,425.19"
,Checking,04/14/2025,Transfer,,,,Savings,"-4,932.38","404,492.81"
,Checking,04/15/2025,Expense,,,,Maintenance and Repair:Equipment Repairs,"-1,467.54","403,025.27"
,Checking,04/16/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),-578.66,"402,446.61"
,Checking,04/16/2025,Transfer,,,,Savings,"-2,906.83","399,539.78"
,Checking,04/17/2025,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),"-2,014.93","397,524.85"
,Checking,04/17/2025,Journal Entry,,,,,-828.31,"396,696.54"
,Checking,04/18/2025,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),"-1,545.74","395,150.80"
,Checking,04/20/2025,Expense,,,,Miscellaneous,-944.01,"394,206.79"
,Checking,04/22/2025,Journal Entry,,,,,-180.51,"394,026.28"
,Checking,04/23/2025,Journal Entry,,,,,"-2,283.29","391,742.99"
,Checking,04/24/2025,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"-1,511.83","390,231.16"
,Checking,04/29/2025,Deposit,,,,Landscaping Services:Labor:Installation,"4,216.32","394,447.48"
,Checking,05/02/2025,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),"-1,133.82","393,313.66"
,Checking,05/03/2025,Expense,,,,Dues & Subscriptions,"-1,107.40","392,206.26"
,Checking,05/04/2025,Journal Entry,,,,,"-3,147.70","389,058.56"
,Checking,05/10/2025,Bill Payment (Check),,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),-139.92,"388,918.64"
,Checking,05/11/2025,Bill Payment (Check),,Fisher Group,,Accounts Payable (A/P),-519.32,"388,399.32"
,Checking,05/14/2025,Journal Entry,,,,,-663.37,"387,735.95"
,Checking,05/15/2025,Expense,,,,Legal & Professional Fees:Bookkeeper,-340.99,"387,394.96"
,Checking,05/16/2025,Deposit,,,,Refunds-Allowances,"9,072.53","396,467.49"
,Checking,05/16/2025,Journal Entry,,,,,"-1,246.66","395,220.83"
,Checking,05/16/2025,Journal Entry,,,,,-177.95,"395,042.88"
,Checking,05/19/2025,Transfer,,,,Savings,"-2,353.34","392,689.54"
,Checking,05/26/2025,Transfer,,,,Savings,"-17,082.71","375,606.83"
,Checking,05/28/2025,Expense,,,,Job Expenses:Job Materials:Plants and Soil,-106.11,"375,500.72"
,Checking,05/29/2025,Bill Payment (Check),,Schamberger-Schamberger,,Accounts Payable (A/P),"-1,197.10","374,303.62"
,Checking,05/31/2025,Expense,,,,Utilities,-55.07,"374,248.55"
,Checking,05/31/2025,Deposit,,,,Landscaping Services:Job Materials:Decks and Patios,"8,387.71","382,636.26"
,Checking,06/05/2025,Bill Payment (Check),,Kulas Group,,Accounts Payable (A/P),-890.05,"381,746.21"
,Checking,06/06/2025,Bill Payment (Check),,Ullrich-Dach,,Accounts Payable (A/P),-165.17,"381,581.04"
,Checking,06/08/2025,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),-105.60,"381,475.44"
,Checking,06/08/2025,Deposit,,,,Other Income,"56,312.95","437,788.39"
,Checking,06/09/2025,Bill Payment (Check),,Reynolds Group,,Accounts Payable (A/P),"-1,438.42","436,349.97"
,Checking,06/12/2025,Expense,,,,Cost of Goods Sold,-349.71,"436,000.26"
,Checking,06/17/2025,Bill Payment (Check),,Blanda LLC,,Accounts Payable (A/P),-459.78,"435,540.48"
,Checking,06/20/2025,Expense,,,,Depreciation,-571.81,"434,968.67"
,Checking,06/21/2025,Deposit,,,,Landscaping Services:Job Materials,"5,817.09","440,785.76"
,Checking,06/22/2025,Transfer,,,,Savings,"-3,681.72","437,104.04"
,Checking,06/26/2025,Bill Payment (Check),,Pfannerstill Group,,Accounts Payable (A/P),-529.86,"436,574.18"
,Checking,06/28/2025,Transfer,,,,Savings,"-1,228.90","435,345.28"
,Checking,06/29/2025,Journal Entry,,,,,-681.48,"434,663.80"
,Checking,06/30/2025,Expense,,,,Miscellaneous,-126.57,"434,537.23"
,Checking,06/30/2025,Deposit,,,,Discounts given,"18,200.90","452,738.13"
,Checking,07/04/2025,Journal Entry,,,,,-890.30,"451,847.83"
,Checking,07/05/2025,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"-1,201.65","450,646.18"
,Checking,07/07/2025,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),-90.61,"450,555.57"
,Checking,07/08/2025,Journal Entry,,,,,-941.06,"449,614.51"
,Checking,07/10/2025,Expense,,,,Office Expenses,-514.79,"449,099.72"
,Checking,07/10/2025,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),-282.24,"448,817.48"
,Checking,07/10/2025,Deposit,,,,Unapplied Cash Payment Income,"6,546.52","455,364.00"
,Checking,07/11/2025,Deposit,,,,Discounts given,"3,836.68","459,200.68"
,Checking,07/13/2025,Deposit,,,,Sales of Product Income,"3,156.76","462,357.44"
,Checking,07/16/2025,Deposit,,,,Landscaping Services:Labor,"6,127.64","468,485.08"
,Checking,07/18/2025,Expense,,,,Automobile:Fuel,-139.28,"468,345.80"
,Checking,07/18/2025,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),"-1,221.24","467,124.56"
,Checking,07/20/2025,Transfer,,,,Savings,"-25,433.54","441,691.02"
,Checking,07/22/2025,Transfer,,,,Savings,"-6,717.10","434,973.92"
,Checking,07/23/2025,Bill Payment (Check),,Lubowitz LLC,,Accounts Payable (A/P),"-1,506.17","433,467.75"
,Checking,07/25/2025,Expense,,,,Rent or Lease,-46.78,"433,420.97"
,Checking,07/26/2025,Transfer,,,,Savings,"-3,137.00","430,283.97"
,Checking,07/27/2025,Bill Payment (Check),,Ortiz-Beatty,,Accounts Payable (A/P),-758.90,"429,525.07"
,Checking,07/31/2025,Bill Payment (Check),,Murray Group,,Accounts Payable (A/P),-711.53,"428,813.54"
,Checking,08/02/2025,Deposit,,,,Fees Billed,"2,474.90","431,288.44"
