Journal,,,,,,,,
Sandbox Company_US_2,,,,,,,,
"January 1, 2023-December 31, 2025",,,,,,,,

,Transaction date,Transaction type,Num,Name,Memo/Description,Full name,Debit,Credit
,02/11/2023,Payment,,"Willms, Ratke and Little",,Accounts Receivable (A/R),,450.00
Total for 1501,,,,,,,$450.00,$450.00
1503,,,,,,,,
,02/11/2023,Bill Payment (Check),,Hahn Group,,Savings,,659.38
,02/11/2023,Bill Payment (Check),,Hahn Group,,Accounts Payable (A/P),659.38,
Total for 1503,,,,,,,$659.38,$659.38
1466,,,,,,,,
,02/12/2023,Bill,,"D'Amore, Brakus and Koch",,Accounts Payable (A/P),,269.97
,02/12/2023,Bill,,"D'Amore, Brakus and Koch",,Utilities,269.97,
Total for 1466,,,,,,,$269.97,$269.97
1467,,,,,,,,
,02/12/2023,Bill,,Blanda LLC,,Accounts Payable (A/P),,629.71
,02/12/2023,Bill,,Blanda LLC,,Dues & Subscriptions,629.71,
Total for 1467,,,,,,,$629.71,$629.71
1492,,,,,,,,
,02/12/2023,Payment,,Watsica-Gottlieb,,Undeposited Funds,256.73,
,02/12/2023,Payment,,Watsica-Gottlieb,,Accounts Receivable (A/R),,256.73
Total for 1492,,,,,,,$256.73,$256.73
1515,,,,,,,,
,02/12/2023,Deposit,,,,Checking,"2,019.45",
,02/12/2023,Deposit,,,,Landscaping Services:Job Materials:Sprinklers and Drip Systems,,"2,019.45"
Total for 1515,,,,,,,"$2,019.45","$2,019.45"
1435,,,,,,,,
,02/13/2023,Invoice,1435,"Willms, Ratke and Little",,Accounts Receivable (A/R),0.00,
,02/13/2023,Invoice,1435,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,02/13/2023,Invoice,1435,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Plants and Soil,0.00,
,02/13/2023,Invoice,1435,"Willms, Ratke and Little",,Landscaping Services:Labor:Maintenance and Repair,0.00,
Total for 1435,,,,,,,$0.00,
1472,,,,,,,,
,02/13/2023,Bill,,Schroeder-Carroll,,Accounts Payable (A/P),,"1,013.39"
,02/13/2023,Bill,,Schroeder-Carroll,,Travel,"1,013.39",
Total for 1472,,,,,,,"$1,013.39","$1,013.39"
1490,,,,,,,,
,02/13/2023,Payment,,"Stokes, Murray and Wolff",,Undeposited Funds,589.28,
,02/13/2023,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),,589.28
Total for 1490,,,,,,,$589.28,$589.28
1446,,,,,,,,
,02/14/2023,Invoice,1445,Watsica-Gottlieb,,Accounts Receivable (A/R),0.00,
,02/14/2023,Invoice,1445,Watsica-Gottlieb,,Other Income,0.00,
,02/14/2023,Invoice,1445,Watsica-Gottlieb,,Other Income,0.00,
Total for 1446,,,,,,,$0.00,
1506,,,,,,,,
,02/14/2023,Bill Payment (Check),,Bailey-Ruecker,,Savings,,"1,426.04"
,02/14/2023,Bill Payment (Check),,Bailey-Ruecker,,Accounts Payable (A/P),"1,426.04",
Total for 1506,,,,,,,"$1,426.04","$1,426.04"
1514,,,,,,,,
,02/14/2023,Vendor Credit,,Moore Group,,Accounts Payable (A/P),474.80,
,02/14/2023,Vendor Credit,,Moore Group,,Job Expenses:Permits,,474.80
Total for 1514,,,,,,,$474.80,$474.80
1516,,,,,,,,
,02/14/2023,Deposit,,,,Savings,"3,922.89",
,02/14/2023,Deposit,,,,Landscaping Services:Labor:Maintenance and Repair,,"3,922.89"
Total for 1516,,,,,,,"$3,922.89","$3,922.89"
1444,,,,,,,,
,02/15/2023,Invoice,1443,Skiles Inc,,Accounts Receivable (A/R),600.00,
,02/15/2023,Invoice,1443,Skiles Inc,,Services,0.00,
,02/15/2023,Invoice,1443,Skiles Inc,,Design income,,600.00
,02/15/2023,Invoice,1443,Skiles Inc,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1444,,,,,,,$600.00,$600.00
1471,,,,,,,,
,02/15/2023,Bill,,Blanda LLC,,Accounts Payable (A/P),,598.69
,02/15/2023,Bill,,Blanda LLC,,Legal & Professional Fees:Bookkeeper,598.69,
Total for 1471,,,,,,,$598.69,$598.69
1478,,,,,,,,
,02/15/2023,Expense,,,,Checking,,126.24
,02/15/2023,Expense,,,,Utilities:Gas and Electric,126.24,
Total for 1478,,,,,,,$126.24,$126.24
1489,,,,,,,,
,02/15/2023,Payment,,Ebert-Krajcik,,Undeposited Funds,60.00,
,02/15/2023,Payment,,Ebert-Krajcik,,Accounts Receivable (A/R),,60.00
Total for 1489,,,,,,,$60.00,$60.00
1517,,,,,,,,
,02/15/2023,Deposit,,,,Checking,737.43,
,02/15/2023,Deposit,,,,Landscaping Services:Job Materials:Sprinklers and Drip Systems,,737.43
Total for 1517,,,,,,,$737.43,$737.43
1519,,,,,,,,
,02/15/2023,Deposit,,,,Savings,"10,436.84",
,02/15/2023,Deposit,,,,Unapplied Cash Payment Income,,"10,436.84"
Total for 1519,,,,,,,"$10,436.84","$10,436.84"
1440,,,,,,,,
,02/16/2023,Invoice,1440,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),0.00,
,02/16/2023,Invoice,1440,"Kiehn, Franecki and Nicolas",,Other Income,0.00,
Total for 1440,,,,,,,$0.00,
1447,,,,,,,,
,02/16/2023,Invoice,1446,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),300.00,
,02/16/2023,Invoice,1446,"Langworth, Nolan and Harris",,Landscaping Services:Labor:Installation,,300.00
,02/16/2023,Invoice,1446,"Langworth, Nolan and Harris",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1447,,,,,,,$300.00,$300.00
1453,,,,,,,,
,02/16/2023,Sales Receipt,1452,Ortiz-Rogahn,,Undeposited Funds,50.00,
,02/16/2023,Sales Receipt,1452,Ortiz-Rogahn,,Landscaping Services:Labor:Installation,,50.00
Total for 1453,,,,,,,$50.00,$50.00
1473,,,,,,,,
,02/16/2023,Bill,,Ullrich-Dach,,Accounts Payable (A/P),,993.87
,02/16/2023,Bill,,Ullrich-Dach,,Legal & Professional Fees:Bookkeeper,993.87,
Total for 1473,,,,,,,$993.87,$993.87
1474,,,,,,,,
,02/16/2023,Bill,,Bashirian and Sons,,Accounts Payable (A/P),,"1,099.84"
,02/16/2023,Bill,,Bashirian and Sons,,Job Expenses:Cost of Labor,"1,099.84",
Total for 1474,,,,,,,"$1,099.84","$1,099.84"
1520,,,,,,,,
,02/16/2023,Transfer,,,,Checking,,"13,214.16"
,02/16/2023,Transfer,,,,Savings,"13,214.16",
Total for 1520,,,,,,,"$13,214.16","$13,214.16"
1499,,,,,,,,
,02/17/2023,Payment,,Prohaska LLC,,Undeposited Funds,220.00,
,02/17/2023,Payment,,Prohaska LLC,,Accounts Receivable (A/R),,220.00
Total for 1499,,,,,,,$220.00,$220.00
1502,,,,,,,,
,02/17/2023,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Savings,,166.07
,02/17/2023,Bill Payment (Check),,"Ledner, Kautzer and Turner",,Accounts Payable (A/P),166.07,
Total for 1502,,,,,,,$166.07,$166.07
1508,,,,,,,,
,02/17/2023,Bill Payment (Check),,Hirthe-West,,Checking,,316.47
,02/17/2023,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),316.47,
Total for 1508,,,,,,,$316.47,$316.47
1510,,,,,,,,
,02/17/2023,Bill Payment (Check),,Kessler Inc,,Savings,,73.86
,02/17/2023,Bill Payment (Check),,Kessler Inc,,Accounts Payable (A/P),73.86,
Total for 1510,,,,,,,$73.86,$73.86
1465,,,,,,,,
,02/18/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),,"1,053.52"
,02/18/2023,Bill,,"Kozey, Cruickshank and Prohaska",,Maintenance and Repair,"1,053.52",
Total for 1465,,,,,,,"$1,053.52","$1,053.52"
1475,,,,,,,,
,02/18/2023,Bill,,Cole Group,,Accounts Payable (A/P),,898.24
,02/18/2023,Bill,,Cole Group,,Legal & Professional Fees:Accounting,898.24,
Total for 1475,,,,,,,$898.24,$898.24
1493,,,,,,,,
,02/18/2023,Payment,,"Stokes, Murray and Wolff",,Undeposited Funds,250.00,
,02/18/2023,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),,250.00
Total for 1493,,,,,,,$250.00,$250.00
1498,,,,,,,,
,02/18/2023,Payment,,"Lindgren, Wiegand and White",,Undeposited Funds,175.00,
,02/18/2023,Payment,,"Lindgren, Wiegand and White",,Accounts Receivable (A/R),,175.00
Total for 1498,,,,,,,$175.00,$175.00
1477,,,,,,,,
,02/19/2023,Expense,,,,Checking,,287.21
,02/19/2023,Expense,,,,Promotional,287.21,
Total for 1477,,,,,,,$287.21,$287.21
1507,,,,,,,,
,02/19/2023,Bill Payment (Check),,Hirthe-West,,Savings,,935.18
,02/19/2023,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),935.18,
Total for 1507,,,,,,,$935.18,$935.18
1469,,,,,,,,
,02/20/2023,Bill,,"Yundt, Torp and Stoltenberg",,Accounts Payable (A/P),,137.50
,02/20/2023,Bill,,"Yundt, Torp and Stoltenberg",,Legal & Professional Fees,137.50,
Total for 1469,,,,,,,$137.50,$137.50
1441,,,,,,,,
,02/21/2023,Invoice,1441,Shanahan LLC,,Accounts Receivable (A/R),0.00,
,02/21/2023,Invoice,1441,Shanahan LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,02/21/2023,Invoice,1441,Shanahan LLC,,Landscaping Services,0.00,
Total for 1441,,,,,,,$0.00,
1451,,,,,,,,
,02/22/2023,Sales Receipt,1450,Bergstrom LLC,,Undeposited Funds,0.00,
,02/22/2023,Sales Receipt,1450,Bergstrom LLC,,Other Income,0.00,
Total for 1451,,,,,,,$0.00,
1457,,,,,,,,
,02/22/2023,Sales Receipt,1456,"Willms, Ratke and Little",,Undeposited Funds,0.00,
,02/22/2023,Sales Receipt,1456,"Willms, Ratke and Little",,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1457,,,,,,,$0.00,
1488,,,,,,,,
,02/22/2023,Payment,,Shanahan LLC,,Undeposited Funds,70.00,
,02/22/2023,Payment,,Shanahan LLC,,Accounts Receivable (A/R),,70.00
Total for 1488,,,,,,,$70.00,$70.00
1452,,,,,,,,
,02/23/2023,Sales Receipt,1451,"Glover, Bode and Raynor",,Undeposited Funds,0.00,
,02/23/2023,Sales Receipt,1451,"Glover, Bode and Raynor",,Services,0.00,
Total for 1452,,,,,,,$0.00,
1494,,,,,,,,
,02/23/2023,Payment,,Prohaska LLC,,Undeposited Funds,350.00,
,02/23/2023,Payment,,Prohaska LLC,,Accounts Receivable (A/R),,350.00
Total for 1494,,,,,,,$350.00,$350.00
1521,,,,,,,,
,02/23/2023,Transfer,,,,Checking,,"5,089.07"
,02/23/2023,Transfer,,,,Savings,"5,089.07",
Total for 1521,,,,,,,"$5,089.07","$5,089.07"
1525,,,,,,,,
,02/23/2023,Journal Entry,,,,Miscellaneous,514.36,
,02/23/2023,Journal Entry,,,,Savings,,514.36
Total for 1525,,,,,,,$514.36,$514.36
1468,,,,,,,,
,02/24/2023,Bill,,Bailey-Ruecker,,Accounts Payable (A/P),,"1,098.24"
,02/24/2023,Bill,,Bailey-Ruecker,,Legal & Professional Fees:Accounting,"1,098.24",
Total for 1468,,,,,,,"$1,098.24","$1,098.24"
1524,,,,,,,,
,02/24/2023,Journal Entry,,,,Commissions & fees,"1,767.16",
,02/24/2023,Journal Entry,,,,Savings,,"1,767.16"
Total for 1524,,,,,,,"$1,767.16","$1,767.16"
1513,,,,,,,,
,02/25/2023,Vendor Credit,,Hahn Group,,Accounts Payable (A/P),392.24,
,02/25/2023,Vendor Credit,,Hahn Group,,Miscellaneous,,392.24
Total for 1513,,,,,,,$392.24,$392.24
1497,,,,,,,,
,02/26/2023,Payment,,"Predovic, Kohler and Boyer",,Undeposited Funds,105.00,
,02/26/2023,Payment,,"Predovic, Kohler and Boyer",,Accounts Receivable (A/R),,105.00
Total for 1497,,,,,,,$105.00,$105.00
1505,,,,,,,,
,02/26/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,,437.51
,02/26/2023,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),437.51,
Total for 1505,,,,,,,$437.51,$437.51
1518,,,,,,,,
,02/26/2023,Deposit,,,,Checking,"5,155.13",
,02/26/2023,Deposit,,,,Pest Control Services,,"5,155.13"
Total for 1518,,,,,,,"$5,155.13","$5,155.13"
1476,,,,,,,,
,02/27/2023,Expense,,,,Checking,,224.42
,02/27/2023,Expense,,,,Maintenance and Repair:Equipment Repairs,224.42,
Total for 1476,,,,,,,$224.42,$224.42
1482,,,,,,,,
,02/27/2023,Expense,,,,Savings,,69.99
,02/27/2023,Expense,,,,Utilities,69.99,
Total for 1482,,,,,,,$69.99,$69.99
1495,,,,,,,,
,02/27/2023,Payment,,Fadel-Oberbrunner,,Undeposited Funds,80.00,
,02/27/2023,Payment,,Fadel-Oberbrunner,,Accounts Receivable (A/R),,80.00
Total for 1495,,,,,,,$80.00,$80.00
1504,,,,,,,,
,02/27/2023,Bill Payment (Check),,Blanda LLC,,Checking,,"1,543.06"
,02/27/2023,Bill Payment (Check),,Blanda LLC,,Accounts Payable (A/P),"1,543.06",
Total for 1504,,,,,,,"$1,543.06","$1,543.06"
1438,,,,,,,,
,02/28/2023,Invoice,1438,Shanahan LLC,,Accounts Receivable (A/R),300.00,
,02/28/2023,Invoice,1438,Shanahan LLC,,Landscaping Services:Labor:Installation,,300.00
Total for 1438,,,,,,,$300.00,$300.00
1570,,,,,,,,
,03/01/2023,Expense,,,,Checking,,"2,052.83"
,03/01/2023,Expense,,,,Disposal Fees,"2,052.83",
Total for 1570,,,,,,,"$2,052.83","$2,052.83"
1573,,,,,,,,
,03/01/2023,Expense,,,,Checking,,318.06
,03/01/2023,Expense,,,,Disposal Fees,318.06,
Total for 1573,,,,,,,$318.06,$318.06
1606,,,,,,,,
,03/01/2023,Deposit,,,,Savings,"3,496.21",
,03/01/2023,Deposit,,,,Other Portfolio Income,,"3,496.21"
Total for 1606,,,,,,,"$3,496.21","$3,496.21"
1547,,,,,,,,
,03/02/2023,Sales Receipt,1482,Romaguera and Sons,,Undeposited Funds,0.00,
,03/02/2023,Sales Receipt,1482,Romaguera and Sons,,Landscaping Services,0.00,
Total for 1547,,,,,,,$0.00,
1591,,,,,,,,
,03/03/2023,Payment,,"Stokes, Murray and Wolff",,Undeposited Funds,499.79,
,03/03/2023,Payment,,"Stokes, Murray and Wolff",,Accounts Receivable (A/R),,499.79
Total for 1591,,,,,,,$499.79,$499.79
1601,,,,,,,,
,03/03/2023,Bill Payment (Check),,Weber and Sons,,Savings,,549.79
,03/03/2023,Bill Payment (Check),,Weber and Sons,,Accounts Payable (A/P),549.79,
Total for 1601,,,,,,,$549.79,$549.79
1611,,,,,,,,
,03/03/2023,Transfer,,,,Checking,,"4,015.00"
,03/03/2023,Transfer,,,,Savings,"4,015.00",
Total for 1611,,,,,,,"$4,015.00","$4,015.00"
1545,,,,,,,,
,03/04/2023,Sales Receipt,1480,Shanahan LLC,,Undeposited Funds,0.00,
,03/04/2023,Sales Receipt,1480,Shanahan LLC,,Services,0.00,
Total for 1545,,,,,,,$0.00,
1548,,,,,,,,
,03/04/2023,Sales Receipt,1483,Becker-Adams,,Undeposited Funds,50.00,
,03/04/2023,Sales Receipt,1483,Becker-Adams,,Landscaping Services:Labor:Installation,,50.00
Total for 1548,,,,,,,$50.00,$50.00
1588,,,,,,,,
,03/04/2023,Payment,,Hammes LLC,,Undeposited Funds,540.08,
,03/04/2023,Payment,,Hammes LLC,,Accounts Receivable (A/R),,540.08
Total for 1588,,,,,,,$540.08,$540.08
1593,,,,,,,,
,03/04/2023,Bill Payment (Check),,Marquardt-Erdman,,Checking,,"1,065.26"
,03/04/2023,Bill Payment (Check),,Marquardt-Erdman,,Accounts Payable (A/P),"1,065.26",
Total for 1593,,,,,,,"$1,065.26","$1,065.26"
1603,,,,,,,,
,03/04/2023,Credit Memo,1487,"Willms, Ratke and Little",,Accounts Receivable (A/R),,35.00
,03/04/2023,Credit Memo,1487,"Willms, Ratke and Little",,Landscaping Services,35.00,
Total for 1603,,,,,,,$35.00,$35.00
1595,,,,,,,,
,03/05/2023,Bill Payment (Check),,Gislason LLC,,Savings,,"1,107.87"
,03/05/2023,Bill Payment (Check),,Gislason LLC,,Accounts Payable (A/P),"1,107.87",
Total for 1595,,,,,,,"$1,107.87","$1,107.87"
1615,,,,,,,,
,03/05/2023,Journal Entry,,,,Job Expenses:Cost of Labor:Installation,825.05,
,03/05/2023,Journal Entry,,,,Savings,,825.05
Total for 1615,,,,,,,$825.05,$825.05
1543,,,,,,,,
,03/06/2023,Sales Receipt,1478,Greenholt-Cassin,,Undeposited Funds,0.00,
,03/06/2023,Sales Receipt,1478,Greenholt-Cassin,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1543,,,,,,,$0.00,
1585,,,,,,,,
,03/06/2023,Payment,,Bergstrom LLC,,Undeposited Funds,70.00,
,03/06/2023,Payment,,Bergstrom LLC,,Accounts Receivable (A/R),,70.00
Total for 1585,,,,,,,$70.00,$70.00
1590,,,,,,,,
,03/06/2023,Payment,,Kub and Sons,,Undeposited Funds,105.00,
,03/06/2023,Payment,,Kub and Sons,,Accounts Receivable (A/R),,105.00
Total for 1590,,,,,,,$105.00,$105.00
1602,,,,,,,,
,03/06/2023,Credit Memo,1486,Kub and Sons,,Accounts Receivable (A/R),0.00,
,03/06/2023,Credit Memo,1486,Kub and Sons,,Services,0.00,
Total for 1602,,,,,,,$0.00,
1528,,,,,,,,
,03/07/2023,Invoice,1463,Romaguera and Sons,,Accounts Receivable (A/R),0.00,
,03/07/2023,Invoice,1463,Romaguera and Sons,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1528,,,,,,,$0.00,
1539,,,,,,,,
,03/07/2023,Invoice,1474,Schoen-O'Reilly,,Accounts Receivable (A/R),0.00,
,03/07/2023,Invoice,1474,Schoen-O'Reilly,,Services,0.00,
,03/07/2023,Invoice,1474,Schoen-O'Reilly,,Landscaping Services:Job Materials:Plants and Soil,0.00,
,03/07/2023,Invoice,1474,Schoen-O'Reilly,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
Total for 1539,,,,,,,$0.00,
1582,,,,,,,,
,03/07/2023,Payment,,Greenholt-Cassin,,Undeposited Funds,500.00,
,03/07/2023,Payment,,Greenholt-Cassin,,Accounts Receivable (A/R),,500.00
Total for 1582,,,,,,,$500.00,$500.00
1598,,,,,,,,
,03/07/2023,Bill Payment (Check),,Hirthe-West,,Checking,,565.18
,03/07/2023,Bill Payment (Check),,Hirthe-West,,Accounts Payable (A/P),565.18,
Total for 1598,,,,,,,$565.18,$565.18
1608,,,,,,,,
,03/07/2023,Deposit,,,,Savings,"20,862.92",
,03/07/2023,Deposit,,,,Refunds-Allowances,,"20,862.92"
Total for 1608,,,,,,,"$20,862.92","$20,862.92"
1609,,,,,,,,
,03/07/2023,Deposit,,,,Checking,"2,817.54",
,03/07/2023,Deposit,,,,Design income,,"2,817.54"
Total for 1609,,,,,,,"$2,817.54","$2,817.54"
1567,,,,,,,,
,03/08/2023,Expense,,,,Savings,,74.61
,03/08/2023,Expense,,,,Miscellaneous,74.61,
Total for 1567,,,,,,,$74.61,$74.61
1538,,,,,,,,
,03/09/2023,Invoice,1473,Baumbach-Botsford,,Accounts Receivable (A/R),350.00,
,03/09/2023,Invoice,1473,Baumbach-Botsford,,Pest Control Services,,350.00
,03/09/2023,Invoice,1473,Baumbach-Botsford,,Services,0.00,
Total for 1538,,,,,,,$350.00,$350.00
1544,,,,,,,,
,03/09/2023,Sales Receipt,1479,Runte-Breitenberg,,Undeposited Funds,0.00,
,03/09/2023,Sales Receipt,1479,Runte-Breitenberg,,Landscaping Services,0.00,
Total for 1544,,,,,,,$0.00,
1583,,,,,,,,
,03/09/2023,Payment,,Ortiz-Rogahn,,Undeposited Funds,395.00,
,03/09/2023,Payment,,Ortiz-Rogahn,,Accounts Receivable (A/R),,395.00
Total for 1583,,,,,,,$395.00,$395.00
1529,,,,,,,,
,03/10/2023,Invoice,1464,Leuschke-Ernser,,Accounts Receivable (A/R),35.00,
,03/10/2023,Invoice,1464,Leuschke-Ernser,,Landscaping Services,,35.00
Total for 1529,,,,,,,$35.00,$35.00
1594,,,,,,,,
,03/10/2023,Bill Payment (Check),,Bashirian and Sons,,Savings,,"1,045.95"
,03/10/2023,Bill Payment (Check),,Bashirian and Sons,,Accounts Payable (A/P),"1,045.95",
Total for 1594,,,,,,,"$1,045.95","$1,045.95"
1532,,,,,,,,
,03/11/2023,Invoice,1467,Fadel-Oberbrunner,,Accounts Receivable (A/R),280.00,
,03/11/2023,Invoice,1467,Fadel-Oberbrunner,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,03/11/2023,Invoice,1467,Fadel-Oberbrunner,,Pest Control Services,,280.00
Total for 1532,,,,,,,$280.00,$280.00
1564,,,,,,,,
,03/11/2023,Bill,,Weber and Sons,,Accounts Payable (A/P),,729.82
,03/11/2023,Bill,,Weber and Sons,,Maintenance and Repair:Equipment Repairs,729.82,
Total for 1564,,,,,,,$729.82,$729.82
1546,,,,,,,,
,03/12/2023,Sales Receipt,1481,"Langworth, Nolan and Harris",,Undeposited Funds,35.00,
,03/12/2023,Sales Receipt,1481,"Langworth, Nolan and Harris",,Pest Control Services,,35.00
Total for 1546,,,,,,,$35.00,$35.00
1586,,,,,,,,
,03/12/2023,Payment,,"Langworth, Nolan and Harris",,Undeposited Funds,140.00,
,03/12/2023,Payment,,"Langworth, Nolan and Harris",,Accounts Receivable (A/R),,140.00
Total for 1586,,,,,,,$140.00,$140.00
1597,,,,,,,,
,03/12/2023,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Checking,,"1,171.04"
,03/12/2023,Bill Payment (Check),,"Kozey, Cruickshank and Prohaska",,Accounts Payable (A/P),"1,171.04",
Total for 1597,,,,,,,"$1,171.04","$1,171.04"
1527,,,,,,,,
,03/13/2023,Invoice,1462,Hammes LLC,,Accounts Receivable (A/R),50.00,
,03/13/2023,Invoice,1462,Hammes LLC,,Services,0.00,
,03/13/2023,Invoice,1462,Hammes LLC,,Landscaping Services:Job Materials:Fountains and Garden Lighting,0.00,
,03/13/2023,Invoice,1462,Hammes LLC,,Landscaping Services:Labor:Installation,,50.00
Total for 1527,,,,,,,$50.00,$50.00
1541,,,,,,,,
,03/14/2023,Invoice,1476,Kub and Sons,,Accounts Receivable (A/R),80.00,
,03/14/2023,Invoice,1476,Kub and Sons,,Landscaping Services:Labor:Maintenance and Repair,0.00,
,03/14/2023,Invoice,1476,Kub and Sons,,Landscaping Services:Job Materials:Plants and Soil,,80.00
Total for 1541,,,,,,,$80.00,$80.00
1549,,,,,,,,
,03/14/2023,Sales Receipt,1484,Lind-Willms,,Undeposited Funds,0.00,
,03/14/2023,Sales Receipt,1484,Lind-Willms,,Services,0.00,
Total for 1549,,,,,,,$0.00,
1560,,,,,,,,
,03/14/2023,Bill,,Kulas Group,,Accounts Payable (A/P),,"1,531.29"
,03/14/2023,Bill,,Kulas Group,,Travel Meals,"1,531.29",
Total for 1560,,,,,,,"$1,531.29","$1,531.29"
1568,,,,,,,,
,03/14/2023,Expense,,,,Checking,,58.88
,03/14/2023,Expense,,,,Utilities:Gas and Electric,58.88,
Total for 1568,,,,,,,$58.88,$58.88
1581,,,,,,,,
,03/14/2023,Payment,,Lind-Willms,,Undeposited Funds,122.63,
,03/14/2023,Payment,,Lind-Willms,,Accounts Receivable (A/R),,122.63
Total for 1581,,,,,,,$122.63,$122.63
1559,,,,,,,,
,03/15/2023,Bill,,Kessler Inc,,Accounts Payable (A/P),,521.13
,03/15/2023,Bill,,Kessler Inc,,Utilities,521.13,
Total for 1559,,,,,,,$521.13,$521.13
1565,,,,,,,,
,03/15/2023,Bill,,"Berge, Lueilwitz and Sanford",,Accounts Payable (A/P),,526.93
,03/15/2023,Bill,,"Berge, Lueilwitz and Sanford",,Automobile:Fuel,526.93,
Total for 1565,,,,,,,$526.93,$526.93
1605,,,,,,,,
,03/16/2023,Vendor Credit,,Grimes-Schulist,,Accounts Payable (A/P),110.71,
,03/16/2023,Vendor Credit,,Grimes-Schulist,,Equipment Rental,,110.71
Total for 1605,,,,,,,$110.71,$110.71
1613,,,,,,,,
,03/16/2023,Journal Entry,,,,Penalties & Settlements,"1,027.05",
,03/16/2023,Journal Entry,,,,Savings,,"1,027.05"
Total for 1613,,,,,,,"$1,027.05","$1,027.05"
1558,,,,,,,,
,03/17/2023,Bill,,Bailey-Ruecker,,Accounts Payable (A/P),,"1,168.01"
,03/17/2023,Bill,,Bailey-Ruecker,,Legal & Professional Fees,"1,168.01",
Total for 1558,,,,,,,"$1,168.01","$1,168.01"
1530,,,,,,,,
,03/19/2023,Invoice,1465,"Kiehn, Franecki and Nicolas",,Accounts Receivable (A/R),450.00,
,03/19/2023,Invoice,1465,"Kiehn, Franecki and Nicolas",,Landscaping Services:Labor:Installation,,450.00
Total for 1530,,,,,,,$450.00,$450.00
1537,,,,,,,,
,03/19/2023,Invoice,1472,Lind-Willms,,Accounts Receivable (A/R),0.00,
,03/19/2023,Invoice,1472,Lind-Willms,,Landscaping Services,0.00,
,03/19/2023,Invoice,1472,Lind-Willms,,Services,0.00,
Total for 1537,,,,,,,$0.00,
1561,,,,,,,,
,03/20/2023,Bill,,Murray Group,,Accounts Payable (A/P),,645.49
,03/20/2023,Bill,,Murray Group,,Job Expenses:Permits,645.49,
Total for 1561,,,,,,,$645.49,$645.49
1579,,,,,,,,
,03/20/2023,Payment,,Becker-Adams,,Undeposited Funds,300.00,
,03/20/2023,Payment,,Becker-Adams,,Accounts Receivable (A/R),,300.00
Total for 1579,,,,,,,$300.00,$300.00
1604,,,,,,,,
,03/20/2023,Vendor Credit,,Blanda LLC,,Accounts Payable (A/P),401.78,
,03/20/2023,Vendor Credit,,Blanda LLC,,Unapplied Cash Bill Payment Expense,,401.78
